,standard_id,Enzyme:,KEGG Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
1255,,chymotrypsin,,N-acetyl-L-tyrosine hydroxamic acid(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + hydroxylamine(aq),Jencks W.P.; Caplow M.; Gilchrist M.; Kallen R.G.; Biochemistry; 2 1313 (1963).,63JEN/CAP_970,298.15,6.22,5.65,,chemical analysis and spectrophotometry,,,3.4.21.1,,,,,
1256,,chymotrypsin,,N-acetyl-L-tyrosine hydroxamic acid(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + hydroxylamine(aq),Jencks W.P.; Caplow M.; Gilchrist M.; Kallen R.G.; Biochemistry; 2 1313 (1963).,63JEN/CAP_970,298.15,6.59,10.4,,chemical analysis and spectrophotometry,,,3.4.21.1,,,,,
1257,,chymotrypsin,,N-acetyl-L-tyrosine hydroxamic acid(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + hydroxylamine(aq),Jencks W.P.; Caplow M.; Gilchrist M.; Kallen R.G.; Biochemistry; 2 1313 (1963).,63JEN/CAP_970,298.15,6.67,11.5,,chemical analysis and spectrophotometry,,,3.4.21.1,,,,,
1258,,chymotrypsin,,N-acetyl-L-tyrosine hydroxamic acid(aq) + H2O(l) = N-acetyl-L-tyrosine(aq) + hydroxylamine(aq),Jencks W.P.; Caplow M.; Gilchrist M.; Kallen R.G.; Biochemistry; 2 1313 (1963).,63JEN/CAP_970,298.15,6.67,13,,chemical analysis and spectrophotometry,,,3.4.21.1,,,,,
1259,2520.0,4-hydroxy-2-oxoglutarate aldolase,kegg:C01127 = kegg:C00022 + kegg:C00048,4-hydroxy-2-oxoglutarate(aq) = pyruvate(aq) + glyoxylate(aq),Kuratomi K.; Fukunaga K.; Biochim. Biophys. Acta; 78 617 (1963).,63KUR/FUK_1131,310.15,7.5,0.0037,,spectrophotometry,potassium phosphate (0.075 mol dm-3),,4.1.3.16,,,,,
1260,418.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Mapson L.W.; Isherwood F.A.; Biochem. J.; 86 173 (1963).,63MAP/ISH_312,293.15,7.4,1.50E-05,,radioactivity and fluorimetry,phosphate (0.1 mol dm-3),,1.6.4.2,,,,,
1261,419.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Mapson L.W.; Isherwood F.A.; Biochem. J.; 86 173 (1963).,63MAP/ISH_312,293.15,8.3,0.00012,,radioactivity and fluorimetry,phosphate (0.1 mol dm-3),,1.6.4.2,,,,,
1262,420.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Mapson L.W.; Isherwood F.A.; Biochem. J.; 86 173 (1963).,63MAP/ISH_312,293.15,9.3,0.00032,,radioactivity and fluorimetry,phosphate (0.1 mol dm-3),,1.6.4.2,,,,,
1263,1861.0,mannitol dehydrogenase,kegg:C00392 + kegg:C00003 = kegg:C00095 + kegg:C00004,D-mannitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),Martinez G.; Barker H.A.; Horecker B.L.; J. Biol. Chem.; 238 1598 (1963).,63MAR/BAR_196,298.15,7.2,0.084,,spectrophotometry,Tris (0.16 mol dm-3),,1.1.1.67,,,,,
1264,800.0,dihydrofolate reductase,kegg:C00101 + kegg:C00006 = kegg:C00415 + kegg:C00005,"5,6,7,8-tetrahydrofolate(aq) + NADP(aq) = 7,8-dihydrofolate(aq) + NADPH(aq)",Mathews C.K.; Huennenkens F.M.; J. Biol. Chem.; 238 3436 (1963).,63MAT/HUE_297,298.15,7.5,6.10E-05,,spectrophotometry,Tris (0.1 mol dm-3),,1.5.1.3,,,,,
1265,801.0,dihydrofolate reductase,kegg:C00101 + kegg:C00006 = kegg:C00415 + kegg:C00005,"5,6,7,8-tetrahydrofolate(aq) + NADP(aq) = 7,8-dihydrofolate(aq) + NADPH(aq)",Mathews C.K.; Huennenkens F.M.; J. Biol. Chem.; 238 3436 (1963).,63MAT/HUE_297,298.15,8.5,0.00056,,spectrophotometry,Tris (0.1 mol dm-3),,1.5.1.3,,,,,
1266,2388.0,D-glutamate cyclase,kegg:C00217 = kegg:C02237 + kegg:C00001,D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),Meister A.; Bukenberger M.W.; Strassburger M.; Biochem. Z.; 338 217 (1963).,63MEI/BUK_1196,310.15,8.3,16,,chromatography and radioactivity,Tris (0.17 mol dm-3) + HCl,,4.2.1.48,,,,,
1267,,21-hydroxysteroid dehydrogenase (NAD+),,"4-pregnene-11Î²,17Î±,21-triol-3,20-dione(aq) + NAD(aq) = 4-pregnene-11Î²,17Î±-diol-3,20,21-trione(aq) + NADH(aq)",Monder C.; White A.; J. Biol. Chem.; 238 767 (1963).,63MON/WHI_219,303.15,6.9,7.80E-08,,radioactivity and spectrophotometry,sodium phosphate (0.13 mol dm-3),,1.1.1.150,,,,,
1268,,21-hydroxysteroid dehydrogenase (NAD+),,"4-pregnene-11Î²,17Î±,21-triol-3,20-dione(aq) + NAD(aq) = 4-pregnene-11Î²,17Î±-diol-3,20,21-trione(aq) + NADH(aq)",Monder C.; White A.; J. Biol. Chem.; 238 767 (1963).,63MON/WHI_219,303.15,8.5,0.00098,,radioactivity and spectrophotometry,sodium phosphate (0.13 mol dm-3),,1.1.1.150,,,,,
1269,,gluconate 5-dehydrogenase,,D-gluconate(aq) + NADP(aq) = 5-oxo-D-gluconate(aq) + NADPH(aq),Okamoto K.; J. Biochem. (Tokyo); 53 448 (1963).,63OKA_198,303.15,7.5,0.00011,,spectrophotometry,Tris (0.1 mol dm-3),,1.1.1.69,,,,,
1270,,gluconate 5-dehydrogenase,,D-gluconate(aq) + NADP(aq) = 5-oxo-D-gluconate(aq) + NADPH(aq),Okamoto K.; J. Biochem. (Tokyo); 53 448 (1963).,63OKA_198,303.15,8.0,0.00035,,spectrophotometry,Tris (0.1 mol dm-3),,1.1.1.69,,,,,
1271,,gluconate 5-dehydrogenase,,D-gluconate(aq) + NADP(aq) = 5-oxo-D-gluconate(aq) + NADPH(aq),Okamoto K.; J. Biochem. (Tokyo); 53 448 (1963).,63OKA_198,303.15,8.5,0.0011,,spectrophotometry,Tris (0.1 mol dm-3),,1.1.1.69,,,,,
1272,,gluconate 5-dehydrogenase,,D-gluconate(aq) + NADP(aq) = 5-oxo-D-gluconate(aq) + NADPH(aq),Okamoto K.; J. Biochem. (Tokyo); 53 448 (1963).,63OKA_198,303.15,9.0,0.0035,,spectrophotometry,Tris (0.1 mol dm-3),,1.1.1.69,,,,,
1273,3147.0,glyoxylate dehydrogenase (acylating),kegg:C00048 + kegg:C00010 + kegg:C00006 = kegg:C00313 + kegg:C00005,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),Quayle J.R.; Biochem. J.; 87 368 (1963).,63QUA_260,298.15,6.6,24.3,,spectrophotometry,phosphate (0.05 mol dm-3),,1.2.1.17,,,,,
1274,3145.0,glyoxylate dehydrogenase (acylating),kegg:C00048 + kegg:C00010 + kegg:C00006 = kegg:C00313 + kegg:C00005,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),Quayle J.R.; Biochem. J.; 87 368 (1963).,63QUA_260,298.15,6.7,38.5,,spectrophotometry,phosphate (0.05 mol dm-3),,1.2.1.17,,,,,
1275,3144.0,glyoxylate dehydrogenase (acylating),kegg:C00048 + kegg:C00010 + kegg:C00006 = kegg:C00313 + kegg:C00005,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),Quayle J.R.; Biochem. J.; 87 368 (1963).,63QUA_260,298.15,6.8,44.7,,spectrophotometry,phosphate (0.05 mol dm-3),,1.2.1.17,,,,,
1276,3148.0,glyoxylate dehydrogenase (acylating),kegg:C00048 + kegg:C00010 + kegg:C00006 = kegg:C00313 + kegg:C00005,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),Quayle J.R.; Biochem. J.; 87 368 (1963).,63QUA_260,298.15,6.85,51.8,,spectrophotometry,phosphate (0.05 mol dm-3),,1.2.1.17,,,,,
1277,3146.0,glyoxylate dehydrogenase (acylating),kegg:C00048 + kegg:C00010 + kegg:C00006 = kegg:C00313 + kegg:C00005,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),Quayle J.R.; Biochem. J.; 87 368 (1963).,63QUA_260,298.15,6.98,73.4,,spectrophotometry,phosphate (0.05 mol dm-3),,1.2.1.17,,,,,
1278,71.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Scott E.M.; Duncan I.W.; Ekstrand V.; J. Biol. Chem.; 238 3928 (1963).,63SCO/DUN_313,283.15,6.8,0.00644,,spectrophotometry,potassium phosphate (0.167 mol dm-3),,1.6.4.2,,,,,
1279,73.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Scott E.M.; Duncan I.W.; Ekstrand V.; J. Biol. Chem.; 238 3928 (1963).,63SCO/DUN_313,298.15,6.8,0.00644,,spectrophotometry,potassium phosphate (0.167 mol dm-3),,1.6.4.2,,,,,
1280,72.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00006 = kegg:C00127 + kegg:C00005,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Scott E.M.; Duncan I.W.; Ekstrand V.; J. Biol. Chem.; 238 3928 (1963).,63SCO/DUN_313,313.15,6.8,0.00595,,spectrophotometry,potassium phosphate (0.167 mol dm-3),,1.6.4.2,,,,,
1281,2265.0,phosphate acetyltransferase,kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),Sly W.S.; Stadtman E.R.; J. Biol. Chem.; 238 2639 (1963).,63SLY/STA_397,303.15,6.85,0.0142,,spectrophotometric,potassium dimethylglutarate (0.1 mol dm-3),,2.3.1.8,,,,,
1282,74.0,phosphate acetyltransferase,kegg:C00798 + kegg:C00009 = kegg:C00010 + kegg:C02405,formyl-CoA(aq) + orthophosphate(aq) =  CoA(aq) + formyl phosphate(aq),Sly W.S.; Stadtman E.R.; J. Biol. Chem.; 238 2639 (1963).,63SLY/STA_401,303.15,6.85,0.14,,spectrophotometric,potassium dimethylglutarate (0.1 mol dm-3),,2.3.1.8,,,,,
1283,3805.0,UTP-glucose-1-phosphate uridylyltransferase,kegg:C00075 + kegg:C00103 = kegg:C00013 + kegg:C00029,UTP(aq) + Î±-D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),Villar-Palasi C.; Larner J.; Methods Enzymol.; 6 355 (1963).,63VIL/LAR_686,303.15,7.45,1,,spectrophotometry,Tris (0.025 mol dm-3),,2.7.7.9,,,,,
1284,2730.0,4-hydroxyproline epimerase,kegg:C01157 = kegg:C03440,trans-4-hydroxy-L-proline(aq) = cis-4-hydroxy-D-proline(aq),Adams E.; Norton I.L.; J. Biol. Chem.; 239 1525 (1964).,64ADA/NOR_1240,298.15,8.1,0.99,,ion exchange chromatography,Tris (0.05 mol dm-3),,5.1.1.8,,,,,
1285,2349.0,L-threonate dehydrogenase,kegg:C01620 + kegg:C00003 = kegg:C03064 + kegg:C00004,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),Aspen A.J.; Jakoby W.B.; J. Biol. Chem.; 239 710 (1964).,64ASP/JAK_215,298.15,6.9,0.00553,,spectrophotometry,phosphate (0.3 mol dm-3),,1.1.1.129,,,,,
1286,2350.0,L-threonate dehydrogenase,kegg:C01620 + kegg:C00003 = kegg:C03064 + kegg:C00004,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),Aspen A.J.; Jakoby W.B.; J. Biol. Chem.; 239 710 (1964).,64ASP/JAK_215,298.15,7.0,0.000342,,spectrophotometry,phosphate (0.3 mol dm-3),,1.1.1.129,,,,,
1287,2351.0,L-threonate dehydrogenase,kegg:C01620 + kegg:C00003 = kegg:C03064 + kegg:C00004,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),Aspen A.J.; Jakoby W.B.; J. Biol. Chem.; 239 710 (1964).,64ASP/JAK_215,298.15,7.75,0.00125,,spectrophotometry,phosphate (0.3 mol dm-3),,1.1.1.129,,,,,
1288,3598.0,sucrose synthase,kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,UDPglucose(aq) + D-fructose(aq) = UDP(aq) + sucrose(aq),Avigad G.; J. Biol. Chem.; 239 3613 (1964).,64AVI_424,303.15,7.6,1.6,,spectrophotometry,Tris,,2.4.1.13,,,,,
1289,2868.0,methylaspartate mutase,kegg:C03618 = kegg:C00025,L-threo-3-methylaspartate(aq) = L-glutamate(aq),Barker H.A.; Rooze V.; Suzuki F.; Iodice A.A.; J. Biol. Chem.; 239 3260 (1964).,64BAR/ROO_1419,303.15,8.2,10.7,,spectrophotometry,Tris (0.050 mol dm-3) + HCl,,5.4.99.1,,,,,
1290,,oxamate carbamoyltransferase,,carbamoyl phosphate(aq) + oxamate(aq) = orthophosphate(aq) + carbamoyl oxamate(aq),Bojanowski R.; Gaudy E.; Valentine R.C.; Wolfe R.S.; J. Bacteriol.; 87 75 (1964).,64BOJ/GAU_363,310.15,8.3,0.62,,spectrophotometry,Tris (0.04 mol dm-3),,2.1.3.5,,,,,
1291,3133.0,aspartate transaminase,kegg:C00049 + kegg:C00026 = kegg:C00036 + kegg:C00025,L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),Henson C.P.; Cleland W.W.; Biochemistry; 3 338 (1964).,64HEN/CLE_500,310.15,7.4,0.165,,spectrophotometry,Tris,,2.6.1.1,,,0.13,,
1292,3203.0,UDPglucose 4-epimerase,kegg:C00029 = kegg:C00052,UDPglucose(aq) = UDPgalactose(aq),Imae Y.; Morikawa N.; Kurahashi K.; J. Biochem. (Tokyo); 56 138 (1964).,64IMA/MOR_1251,298.15,8.7,0.29,,spectrophotometry,glycine (0.1 mol dm-3) + NaOH,,5.1.3.2,,,,,
1293,143.0,methylmalonyl-CoA mutase,kegg:C01213 = kegg:C00091,(R)-methylmalonyl-CoA(aq) = succinyl-CoA(aq),Kellermeyer R.W.; Allen S.H.G.; Stjernholm R.; Wood H.G.; J. Biol. Chem.; 239 2562 (1964).,64KEL/ALL_1421,298.15,7.4,23.1,,enzymatic assay,Tris (0.049 mol dm-3) + HCl,,5.4.99.2,,,,,
1294,796.0,fructose-biphosphate aldolase,kegg:C00354 = kegg:C00111 + kegg:C00118,"D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",Lowry O.H.; Passonneau J.V.; J. Biol. Chem.; 239 31 (1964).,64LOW/PAS_1093,311.15,7.1,9.30E-05,,fluorimetry,imidazole (0.020 mol dm-3),,4.1.2.13,,,,,
1295,1228.0,phosphopyruvate hydratase,kegg:C00631 = kegg:C00074 + kegg:C00001,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),Lowry O.H.; Passonneau J.V.; J. Biol. Chem.; 239 31 (1964).,64LOW/PAS_1174,311.15,7.1,4.6,,fluorimetry,imidazole (0.020 mol dm-3),,4.2.1.11,,,,,
1296,1203.0,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Lowry O.H.; Passonneau J.V.; J. Biol. Chem.; 239 31 (1964).,64LOW/PAS_1394,311.15,7.0,9.8,,fluorimetry,phosphate (0.04 mol dm-3),,5.4.2.1,,,,,
1297,1271.0,4-hydroxy-2-oxoglutarate aldolase,kegg:C01127 = kegg:C00022 + kegg:C00048,4-hydroxy-2-oxoglutarate(aq) = pyruvate(aq) + glyoxylate(aq),Maitra U.; Dekker E.E.; J. Biol. Chem.; 239 1485 (1964).,64MAI/DEK_1132,310.15,8.4,0.012,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,4.1.3.16,,,,,
1298,3555.0,tetrahydroxypteridine cycloisomerase,kegg:C03178 = kegg:C03314,tetrahydroxypteridine(aq) = xanthine-8-carboxylate(aq),McNutt W.S.; Damle S.P.; J. Biol. Chem.; 239 4272 (1964).,64MCN/DAM_1429,296.15,7.5,620,,radioactivity,Tris (0.07 mol dm-3) + HCl,,5.5.1.3,,,,,
1299,3328.0,2-dehydro-3-deoxyphosphogluconate aldolase,kegg:C04442 = kegg:C00022 + kegg:C00118,6-phospho-2-dehydro-3-deoxy-D-gluconate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),Meloche H.P.; Wood W.A.; J. Biol. Chem.; 239 3511 (1964).,64MEL/WOO_1106,298.15,8.0,0.0012,,spectrophotometry and radioactivity,imidazole,,4.1.2.14,,,,,
1300,1461.0,sucrose synthase,kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,UDPglucose(aq) + D-fructose(aq) = UDP(aq) + sucrose(aq),Milner Y.; Avigad G.; Israel J. Chem.; 2 316 (1964).,64MIL/AVI_425,298.15,7.2,1.3,,,,,2.4.1.13,,,,,
1301,375.0,thioredoxin reductase (NADPH),kegg:C00342 + kegg:C00006 = kegg:C00343 + kegg:C00005,reduced thioredoxin(aq) + NADP(aq) = oxidized thioredoxin(aq) + NADPH(aq),Moore E.C.; Reichard P.; Thelander L.; J. Biol. Chem.; 239 3445 (1964).,64MOO/REI_318,298.15,7.0,0.036,,spectrophotometry,Tris (0.098 mol dm-3),,1.6.4.5,,,,,
1302,374.0,thioredoxin reductase (NADPH),kegg:C00342 + kegg:C00006 = kegg:C00343 + kegg:C00005,reduced thioredoxin(aq) + NADP(aq) = oxidized thioredoxin(aq) + NADPH(aq),Moore E.C.; Reichard P.; Thelander L.; J. Biol. Chem.; 239 3445 (1964).,64MOO/REI_318,298.15,8.0,0.27,,spectrophotometry,Tris (0.098 mol dm-3),,1.6.4.5,,,,,
1303,373.0,thioredoxin reductase (NADPH),kegg:C00342 + kegg:C00006 = kegg:C00343 + kegg:C00005,reduced thioredoxin(aq) + NADP(aq) = oxidized thioredoxin(aq) + NADPH(aq),Moore E.C.; Reichard P.; Thelander L.; J. Biol. Chem.; 239 3445 (1964).,64MOO/REI_318,298.15,9.0,2,,spectrophotometry,Tris (0.098 mol dm-3),,1.6.4.5,,,,,
1304,2876.0,carnitine O-palmitoyltransferase,kegg:C00154 + kegg:C00318 = kegg:C00010 + kegg:C02990,palmitoyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-palmitoylcarnitine(aq),Norum K.R.; Biochim. Biophys. Acta; 89 95 (1964).,64NOR_408,310.15,7.5,0.5,,spectrophotometry and radioactivity,Tris (0.01 mol dm-3),,2.3.1.21,,,,,
1305,4316.0,mannose-1-phosphate guanylyltransferase,kegg:C00044 + kegg:C00636 = kegg:C00096 + kegg:C00013,GTP(aq) + Î±-D-mannose 1-phosphate(aq) = GDPmannose(aq) + pyrophosphate(aq),Preiss J.; Wood E.; J. Biol. Chem.; 239 3119 (1964).,64PRE/WOO_699,310.15,8.26,2.5,,paper chromatography and chemical analysis,Tris (0.06 mol dm-3) + HCl,,2.7.7.13,,,,,
1306,56.0,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00003 = kegg:C00127 + kegg:C00004,2 reduced glutathione(aq) + NAD(aq) =  oxidized glutathione(aq) + NADH(aq),Rost J.; Rapoport S.; Nature; 201 185 (1964).,64ROS/RAP_311,313.15,7.0,0.001,,spectrophotometry,phosphate (0.125 mol dm-3),,1.6.4.2,,,,,
1307,3605.0,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),Sato T; Tsumura N.; J. Chem. Soc. Jpn.; 67 683 (1964).,64SAT/TSU_1298,323.15,7.65,1,,polarimetry,phosphate and barbital,,5.3.1.5,,,,,
1308,1605.0,L-rhamnose isomerase,kegg:C00507 = kegg:C00861,L-rhamnose(aq) = L-rhamnulose(aq),Takagi Y.; Sawada H.; Biochim. Biophys. Acta; 92 10 (1964).,64TAK/SAW_1373,310.15,7.6,1.5,,spectrophotometry,Tris (0.01 mol dm-3),,5.3.1.14,,,,,
1309,3717.0,UDPglucose 4-epimerase,kegg:C00029 = kegg:C00052,UDPglucose(aq) = UDPgalactose(aq),Wilson D.B.; Hogness D.S.; J. Biol. Chem.; 239 2469 (1964).,64WIL/HOG_1252,300.15,7.1,0.289,,spectrophotometry,potassium phosphate (0.05 mol dm-3) and glycine (0.05 mol dm-3),,5.1.3.2,,,,,
1310,3718.0,UDPglucose 4-epimerase,kegg:C00029 = kegg:C00052,UDPglucose(aq) = UDPgalactose(aq),Wilson D.B.; Hogness D.S.; J. Biol. Chem.; 239 2469 (1964).,64WIL/HOG_1252,300.15,8.7,0.278,,spectrophotometry,potassium phosphate (0.05 mol dm-3) and glycine (0.05 mol dm-3),,5.1.3.2,,,,,
1311,1577.0,D-lyxose ketol-isomerase,kegg:C00476 = kegg:C00310,D-lyxose(aq) = D-xylulose(aq),Anderson R.L.; Allison D.P.; J. Biol. Chem.; 240 2367 (1965).,65AND/ALL_1375,298.15,7.0,0.23,,spectrophotometry,sodium cacodylate (0.06 mol dm-3),,5.3.1.15,,,,,
1312,3901.0,oxaloacetate tautomerase,kegg:C00036 = kegg:C03981,keto-oxaloacetate(aq) = enol-oxaloacetate(aq),Annett R.G.; Kosicki G.W.; Can. J. Biochem.; 43 1887 (1965).,65ANN/KOS_1382,298.15,,0.1,,NMR,,,5.3.2.2,,,,,
1313,,pancreatic ribonuclease,,cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = cytidine 3'-monophosphate(aq),Bahr J.T.; Cathou R.E.; Hammes G.G.; J. Biol. Chem.; 240 3372 (1965).,65BAH/CAT_853,298.15,5.0,360,,radioactivity,acetate (0.05 mol dm-3),,3.1.27.5,,,,,
1314,,pancreatic ribonuclease,,cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = cytidine 3'-monophosphate(aq),Bahr J.T.; Cathou R.E.; Hammes G.G.; J. Biol. Chem.; 240 3372 (1965).,65BAH/CAT_853,298.15,6.0,1060,,radioactivity,acetate (0.05 mol dm-3),,3.1.27.5,,,,,
1315,,pancreatic ribonuclease,,cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = cytidine 3'-monophosphate(aq),Bahr J.T.; Cathou R.E.; Hammes G.G.; J. Biol. Chem.; 240 3372 (1965).,65BAH/CAT_854,298.15,8.4,,,calorimetry,Tris (0.20 mol dm-3),,3.1.27.5,,,,,-50.6
1316,2372.0,(deoxy)nucleoside-phosphate kinase,kegg:C00002 + kegg:C00364 = kegg:C00008 + kegg:C00363,ATP(aq) + dTMP(aq) = ADP(aq) + dTDP(aq),Bessman M.J.; Herriott S.T.; Van Bibber Orr M.J.; J. Biol. Chem.; 240 439 (1965).,65BES/HER_671,310.15,7.4,1.4,,radioactivity and spectrophotometry,Tris (0.08 mol dm-3) + HCl,,2.7.4.13,,,,,
1317,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + NAD(aq) = 5Î±-androstane-3,17-dione(aq) + NADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_168,298.15,7.0,0.092,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1318,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + NAD(aq) = 5Î±-androstane-3,17-dione(aq) + NADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_168,298.15,8.0,0.92,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1319,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + NAD(aq) = 5Î±-androstane-3,17-dione(aq) + NADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_168,298.15,9.0,9.2,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1320,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + TNAD(aq) = 5Î±-androstane-3,17-dione(aq) + TNADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_169,298.15,7.0,0.6,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1321,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + TNAD(aq) = 5Î±-androstane-3,17-dione(aq) + TNADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_169,298.15,8.0,6,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1322,,3a-hydroxysteroid dehydrogenase,,"5Î±-androstane-3Î±-ol-17-one(aq) + TNAD(aq) = 5Î±-androstane-3,17-dione(aq) + TNADH(aq)",Boyer J.; Baron D.N.; Talalay P.; Biochemistry; 4 1825 (1965).,65BOY/BAR_169,298.15,9.0,60,,spectrophotometry,sodium pyrophosphate (0.1 mol dm-3),,1.1.1.50,,,,,
1323,503.0,alanine transaminase,kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),Bulos B.; Handler P.; J. Biol. Chem.; 240 3283 (1965).,65BUL/HAN_510,298.15,8.0,2.2,,spectrophotometry,glyclyglycine (0.045 mol dm-3),,2.6.1.2,,,,,
1324,3837.0,methylmalonyl-CoA mutase,kegg:C01213 = kegg:C00091,(R)-methylmalonyl-CoA(aq) = succinyl-CoA(aq),Cannata J.J.B.; Focesi A. Jr.; Mazumder R.; Warner R.C.; Ochoa S.; J. Biol. Chem.; 240 3249 (1965).,65CAN/FOC_1420,303.15,7.5,18.6,,enzymatic assay and spectrophotometry,Tris (0.05 mol dm-3) + HCl,,5.4.99.2,,,,,
1325,,papain,,hippurylanilide(aq) + H2O(l) = hippuric acid(aq) + aniline(aq),Carty R.P.; Kirschenbaum D.M.; Biochim. Biophys. Acta; 110 399 (1965).,65CAR/KIR_979,312.15,5.0,11,,spectrophotometry,citrate,,3.4.22.2,,,,,
1326,3802.0,rhamnulose-1-phosphate aldolase,kegg:C01131 = kegg:C00111 + kegg:C00424,L-rhamnulose 1-phosphate(aq) = glycerone phosphate(aq) + (S)-lactaldehyde(aq),Chiu T.H.; Feingold D.S.; Biochem. Biophys. Res. Commun.; 19 511 (1965).,65CHI/FEI_1110,310.15,7.5,0.083,,spectrophotometry,glycylglycine,,4.1.2.19,,,,,
