,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
1472,1472,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,0.000106,298.15,,8.19,
1473,1473,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,8.18E-05,298.15,,8.08,
1474,1474,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,2.75E-05,298.15,,7.55,
1475,1475,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,0.000531,298.15,,8.83,
1476,1476,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,0.000504,298.15,,8.83,
1477,1477,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_129,53BUR/WIL,spectrophotometry,A,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,0.000692,298.15,,8.95,
1478,1478,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=79LAW/VEE_831,79LAW/VEE,enzymatic assay; spectrophotometry,A,3.1.3.11,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",,227,310.15,0.25,6.99,
1479,1479,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=79LAW/VEE_831,79LAW/VEE,enzymatic assay; spectrophotometry,A,3.1.3.11,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",,174,310.15,0.25,6.99,2.22
1480,1480,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/DEL_1175,56STE/DEL,spectrophotometry,B,4.2.1.17,enoyl-CoA hydratase,kegg:C03561 = kegg:C00877 + kegg:C00001,(3R)-3-hydroxybutanoyl-CoA(aq) = cis-but-2-enoyl-CoA(aq) + H2O(l),,0.18,298.15,,7.5,
1481,1481,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52BUR_29,52BUR,,B,1.1.1.1,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),,0.073,298.15,,7,
1482,1482,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/DEL_1176,56STE/DEL,spectrophotometry,C,4.2.1.17,enoyl-CoA hydratase,kegg:C01144 = kegg:C00877 + kegg:C00001,(3S)-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),,0.29,298.15,,7.5,
1483,1483,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56ENG_1371,56ENG,,C,5.3.1.14,L-rhamnose isomerase,kegg:C00507 = kegg:C00861,L-rhamnose(aq) = L-rhamnulose(aq),,1.5,298.15,,,
1484,1484,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60OCO/HAL_269,60OCO/HAL,spectrophotometry,C,1.4.1.1,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),,0.000136,298.15,,10,
1485,1485,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61DOU/MER_117,61DOU/MER,,C,1.1.1.30,3-hydroxybutyrate dehydrogenase,kegg:C01089 + kegg:C00003 = kegg:C00164 + kegg:C00004,(R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),,0.13,305.15,,8,
1486,1486,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65MAR/JEN_527,65MAR/JEN,spectrophotometry,B,2.6.1.21,D-alanine transaminase,kegg:C00133 + kegg:C00026 = kegg:C00022 + kegg:C00217,D-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + D-glutamate(aq),,0.59,310.15,,8.3,
1487,1487,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=49MEY/OES_1388,49MEY/OES,polarimetry,C,5.4.2.1,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),,6,297.15,,,
1488,1488,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=96TEW/GOL_61,96TEW/GOL,calorimetry,A,1.1.1.14,L-iditol 2-dehydrogenase,kegg:C01507 + kegg:C00003 = kegg:C00247 + kegg:C00004,L-iditol(aq) + NAD(aq) = L-sorbose(aq) + NADH(aq),,,298.15,,7.39,
1489,1489,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=96TEW/GOL_60,96TEW/GOL,HPLC and spectrophotometry,A,1.1.1.14,L-iditol 2-dehydrogenase,kegg:C01507 + kegg:C00003 = kegg:C00247 + kegg:C00004,L-iditol(aq) + NAD(aq) = L-sorbose(aq) + NADH(aq),,0.186,298.15,,7.58,
1490,1490,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68JEA/DEM_210,68JEA/DEM,spectrophotometry,C,1.1.1.110,indolelactate dehydrogenase,kegg:C02043 + kegg:C00003 = kegg:C00331 + kegg:C00004,indole-3-lactate(aq) + NAD(aq) = indole-3-pyruvate(aq) + NADH(aq),,630,310.15,,7,
1491,1491,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.31,275.8,,7.3,
1492,1492,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.31,276.9,,6.35,
1493,1493,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.31,277,,6.35,
1494,1494,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.5,284,,6.35,
1495,1495,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.3,286.1,,6.35,
1496,1496,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.01,288.2,,6.35,
1497,1497,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.86,288.2,,7.3,
1498,1498,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.57,291.9,,6.35,
1499,1499,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.21,296.7,,6.35,
1500,1500,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.98,298.7,,6.35,
1501,1501,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.78,303,,6.35,
1502,1502,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.63,303,,6.35,
1503,1503,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.21,309.9,,6.35,
1504,1504,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.09,310.7,,6.35,
1505,1505,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.09,311.7,,6.35,
1506,1506,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.98,298.1,,7.3,
1507,1507,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.01,299.2,,6.35,
1508,1508,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.68,282.3,,6.35,
1509,1509,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.31,277.2,,6.35,
1510,1510,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.5,283.5,,7.3,
1511,1511,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.47,292.6,,7.3,
1512,1512,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.47,292.6,,7.3,
1513,1513,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.63,302.5,,7.3,
1514,1514,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.21,307.8,,7.3,
1515,1515,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53MAS_1148,53MAS,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.57,292.8,,6.35,
1516,1516,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SAL/NOR_1253,68SAL/NOR,chromatography and spectrophotometry,C,5.1.3.2,UDPglucose 4-epimerase,kegg:C00029 = kegg:C00052,UDPglucose(aq) = UDPgalactose(aq),,0.35,310.15,,8.7,
1517,1517,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67WIL/LUN_134,67WIL/LUN,spectrophotometry,B,1.1.1.37,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,2.78E-05,311.15,0.25,7,
1518,1518,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,3.90E-11,298.15,,6.05,
1519,1519,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,1.30E-09,298.15,,7.01,
1520,1520,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.60E-09,298.15,,7.26,
1521,1521,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,1.50E-08,298.15,,7.43,
1522,1522,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.70E-09,298.15,,7.57,
1523,1523,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,3.60E-08,298.15,,8.01,
1524,1524,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.00E-08,298.15,,8.05,
1525,1525,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,1.70E-08,298.15,,7.45,
1526,1526,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,1.10E-08,298.15,,7.66,
1527,1527,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.90E-09,298.15,,7.4,
1528,1528,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,2.00E-08,298.15,,7.6,
1529,1529,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,1.30E-09,298.15,,6.63,
1530,1530,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,2.40E-08,298.15,,7.82,
1531,1531,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,9.40E-09,298.15,,7.39,
1532,1532,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38EUL/ADL_273,38EUL/ADL,spectrophotometry,C,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,6.50E-09,298.15,,7.36,
1533,1533,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=36MEY/SCH_1096,36MEY/SCH,calorimetry,C,4.1.2.13,fructose-biphosphate aldolase,kegg:C01094 = kegg:C00577 + kegg:C00111,D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),,,298.15,,,
1534,1534,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56REI_1407,56REI,spectrophotometry,C,5.4.2.3,phosphoacetylglucosamine mutase,kegg:C04256 = kegg:C00357,N-acetyl-D-glucosamine 1-phosphate(aq) = N-acetyl-D-glucosamine 6-phosphate(aq),,6,310.15,,7.7,
1535,1535,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55LIE/KOR_480,55LIE/KOR,spectrophotometry,C,2.4.2.10,orotate phosphoribosyltransferase,kegg:C01103 + kegg:C00013 = kegg:C00295 + kegg:C00119,orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),,8.3,303.15,,8,
1536,1536,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66UHR/MAR_616,66UHR/MAR,,C,2.7.3.3,arginine kinase,kegg:C00002 + kegg:C00062 = kegg:C00008 + kegg:C05945,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),,2.1,303.15,,8,2.22
1537,1537,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66UHR/MAR_616,66UHR/MAR,,C,2.7.3.3,arginine kinase,kegg:C00002 + kegg:C00062 = kegg:C00008 + kegg:C05945,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),,2.4,303.15,,8,2.1
1538,1538,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66UHR/MAR_616,66UHR/MAR,,C,2.7.3.3,arginine kinase,kegg:C00002 + kegg:C00062 = kegg:C00008 + kegg:C05945,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),,1.2,303.15,,8,2.4
1539,1539,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=59CAL/WEB_639,59CAL/WEB,chromatography,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.42,303.15,,7.5,
1540,1540,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=95KOZ/TOM_1426,95KOZ/TOM,HPLC,C,5.4.99.6,isochorismate synthase,kegg:C00251 + kegg:C00014 = kegg:C18054 + kegg:C00001,chorismate(aq) + ammonia(aq) = 2-amino-2-deoxyisochorismate(aq) + H2O(l),,2.67,298.15,,8,
1541,1541,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=95KOZ/TOM_1425,95KOZ/TOM,HPLC,C,5.4.99.6,isochorismate synthase,kegg:C00251 = kegg:C00885,chorismate(aq) = isochorismate(aq),,0.55,298.15,,8,
1542,1542,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1218,93LAR/TEW,calorimetry,A,4.3.1.3,histidine ammonia-lyase,kegg:C00135 = kegg:C00785 + kegg:C00014,L-histidine(aq) = urocanate(aq) + ammonia(aq),,,298.15,,8.15,
1543,1543,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1218,93LAR/TEW,calorimetry,A,4.3.1.3,histidine ammonia-lyase,kegg:C00135 = kegg:C00785 + kegg:C00014,L-histidine(aq) = urocanate(aq) + ammonia(aq),,,310.15,,8.15,
1544,1544,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60VOL_1370,60VOL,spectrophotometry,B,5.3.1.13,arabinose-5-phosphate isomerase,kegg:C01112 = kegg:C00199,D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),,0.295,310.15,,8,
1545,1545,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1217,93LAR/TEW,HPLC,A,4.3.1.3,histidine ammonia-lyase,kegg:C00135 = kegg:C00785 + kegg:C00014,L-histidine(aq) = urocanate(aq) + ammonia(aq),,3.01,298.25,,8.41,
1546,1546,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_1217,93LAR/TEW,HPLC,A,4.3.1.3,histidine ammonia-lyase,kegg:C00135 = kegg:C00785 + kegg:C00014,L-histidine(aq) = urocanate(aq) + ammonia(aq),,2.35,298.25,,8.7,
1547,1547,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ROM/DEM_776,89ROM/DEM,chromatography and radioactivity,B,3.1.3.1,alkaline phosphatase,kegg:C00092 + kegg:C00001 = kegg:C00031 + kegg:C00009,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),,55,308.15,,7,
